week_sort,value,type,Season,Age Group
År 2 uge 10,6.0,cases,2021/2022,07. 15-44 år
År 2 uge 11,7.0,cases,2015/2016,07. 15-44 år
År 2 uge 11,8.0,cases,2016/2017,07. 15-44 år
År 2 uge 11,20.0,cases,2017/2018,07. 15-44 år
År 2 uge 11,10.0,cases,2018/2019,07. 15-44 år
År 2 uge 11,20.0,cases,2019/2020,07. 15-44 år
År 2 uge 11,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 11,1.0,cases,2021/2022,07. 15-44 år
År 2 uge 12,4.0,cases,2015/2016,07. 15-44 år
År 2 uge 12,5.0,cases,2016/2017,07. 15-44 år
År 2 uge 12,30.0,cases,2017/2018,07. 15-44 år
År 2 uge 12,13.0,cases,2018/2019,07. 15-44 år
År 2 uge 12,11.0,cases,2019/2020,07. 15-44 år
År 2 uge 12,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 12,1.0,cases,2021/2022,07. 15-44 år
År 2 uge 13,1.0,cases,2015/2016,07. 15-44 år
År 2 uge 13,2.0,cases,2016/2017,07. 15-44 år
År 2 uge 13,11.0,cases,2017/2018,07. 15-44 år
År 2 uge 13,6.0,cases,2018/2019,07. 15-44 år
År 2 uge 13,6.0,cases,2019/2020,07. 15-44 år
År 2 uge 13,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 13,0.0,cases,2021/2022,07. 15-44 år
År 2 uge 14,2.0,cases,2015/2016,07. 15-44 år
År 2 uge 14,1.0,cases,2016/2017,07. 15-44 år
År 2 uge 14,6.0,cases,2017/2018,07. 15-44 år
År 2 uge 14,12.0,cases,2018/2019,07. 15-44 år
År 2 uge 14,7.0,cases,2019/2020,07. 15-44 år
År 2 uge 14,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 14,2.0,cases,2021/2022,07. 15-44 år
År 2 uge 15,1.0,cases,2015/2016,07. 15-44 år
År 2 uge 15,1.0,cases,2016/2017,07. 15-44 år
År 2 uge 15,5.0,cases,2017/2018,07. 15-44 år
År 2 uge 15,4.0,cases,2018/2019,07. 15-44 år
År 2 uge 15,4.0,cases,2019/2020,07. 15-44 år
År 2 uge 15,1.0,cases,2020/2021,07. 15-44 år
År 2 uge 15,0.0,cases,2021/2022,07. 15-44 år
År 2 uge 16,2.0,cases,2015/2016,07. 15-44 år
År 2 uge 16,0.0,cases,2016/2017,07. 15-44 år
År 2 uge 16,2.0,cases,2017/2018,07. 15-44 år
År 2 uge 16,1.0,cases,2018/2019,07. 15-44 år
År 2 uge 16,0.0,cases,2019/2020,07. 15-44 år
År 2 uge 16,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 16,2.0,cases,2021/2022,07. 15-44 år
År 2 uge 17,0.0,cases,2015/2016,07. 15-44 år
År 2 uge 17,0.0,cases,2016/2017,07. 15-44 år
År 2 uge 17,1.0,cases,2017/2018,07. 15-44 år
År 2 uge 17,2.0,cases,2018/2019,07. 15-44 år
År 2 uge 17,0.0,cases,2019/2020,07. 15-44 år
År 2 uge 17,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 17,0.0,cases,2021/2022,07. 15-44 år
År 2 uge 18,0.0,cases,2015/2016,07. 15-44 år
År 2 uge 18,0.0,cases,2016/2017,07. 15-44 år
År 2 uge 18,4.0,cases,2017/2018,07. 15-44 år
År 2 uge 18,1.0,cases,2018/2019,07. 15-44 år
År 2 uge 18,0.0,cases,2019/2020,07. 15-44 år
År 2 uge 18,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 18,2.0,cases,2021/2022,07. 15-44 år
År 2 uge 19,1.0,cases,2015/2016,07. 15-44 år
År 2 uge 19,0.0,cases,2016/2017,07. 15-44 år
År 2 uge 19,3.0,cases,2017/2018,07. 15-44 år
År 2 uge 19,0.0,cases,2018/2019,07. 15-44 år
År 2 uge 19,0.0,cases,2019/2020,07. 15-44 år
År 2 uge 19,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 19,0.0,cases,2021/2022,07. 15-44 år
År 2 uge 20,0.0,cases,2015/2016,07. 15-44 år
År 2 uge 20,1.0,cases,2016/2017,07. 15-44 år
År 2 uge 20,0.0,cases,2017/2018,07. 15-44 år
År 2 uge 20,0.0,cases,2018/2019,07. 15-44 år
År 2 uge 20,1.0,cases,2019/2020,07. 15-44 år
År 2 uge 20,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 20,1.0,cases,2021/2022,07. 15-44 år
År 1 uge 21,35.0,tested,2016/2017,07. 15-44 år
År 1 uge 21,37.0,tested,2017/2018,07. 15-44 år
År 1 uge 21,59.0,tested,2018/2019,07. 15-44 år
År 1 uge 21,91.0,tested,2019/2020,07. 15-44 år
År 1 uge 21,46.0,tested,2020/2021,07. 15-44 år
År 1 uge 21,174.0,tested,2021/2022,07. 15-44 år
År 1 uge 21,335.0,tested,2022/2023,07. 15-44 år
År 1 uge 22,33.0,tested,2016/2017,07. 15-44 år
År 1 uge 22,35.0,tested,2017/2018,07. 15-44 år
År 1 uge 22,60.0,tested,2018/2019,07. 15-44 år
År 1 uge 22,57.0,tested,2019/2020,07. 15-44 år
År 1 uge 22,54.0,tested,2020/2021,07. 15-44 år
År 1 uge 22,199.0,tested,2021/2022,07. 15-44 år
År 1 uge 22,381.0,tested,2022/2023,07. 15-44 år
År 1 uge 23,39.0,tested,2016/2017,07. 15-44 år
År 1 uge 23,36.0,tested,2017/2018,07. 15-44 år
År 1 uge 23,51.0,tested,2018/2019,07. 15-44 år
År 1 uge 23,71.0,tested,2019/2020,07. 15-44 år
År 1 uge 23,35.0,tested,2020/2021,07. 15-44 år
År 1 uge 23,216.0,tested,2021/2022,07. 15-44 år
År 1 uge 23,333.0,tested,2022/2023,07. 15-44 år
År 1 uge 24,37.0,tested,2016/2017,07. 15-44 år
År 1 uge 24,31.0,tested,2017/2018,07. 15-44 år
År 1 uge 24,49.0,tested,2018/2019,07. 15-44 år
År 1 uge 24,65.0,tested,2019/2020,07. 15-44 år
År 1 uge 24,31.0,tested,2020/2021,07. 15-44 år
År 1 uge 24,192.0,tested,2021/2022,07. 15-44 år
År 1 uge 24,363.0,tested,2022/2023,07. 15-44 år
År 1 uge 25,37.0,tested,2016/2017,07. 15-44 år
År 1 uge 25,26.0,tested,2017/2018,07. 15-44 år
År 1 uge 25,53.0,tested,2018/2019,07. 15-44 år
År 1 uge 25,61.0,tested,2019/2020,07. 15-44 år
År 1 uge 25,44.0,tested,2020/2021,07. 15-44 år
År 1 uge 25,153.0,tested,2021/2022,07. 15-44 år
År 1 uge 25,349.0,tested,2022/2023,07. 15-44 år
År 1 uge 26,24.0,tested,2016/2017,07. 15-44 år
År 1 uge 26,37.0,tested,2017/2018,07. 15-44 år
År 1 uge 26,41.0,tested,2018/2019,07. 15-44 år
År 1 uge 26,82.0,tested,2019/2020,07. 15-44 år
År 1 uge 26,24.0,tested,2020/2021,07. 15-44 år
År 1 uge 26,180.0,tested,2021/2022,07. 15-44 år
År 1 uge 26,368.0,tested,2022/2023,07. 15-44 år
År 1 uge 27,25.0,tested,2016/2017,07. 15-44 år
År 1 uge 27,29.0,tested,2017/2018,07. 15-44 år
År 1 uge 27,40.0,tested,2018/2019,07. 15-44 år
År 1 uge 27,63.0,tested,2019/2020,07. 15-44 år
År 1 uge 27,25.0,tested,2020/2021,07. 15-44 år
År 1 uge 27,194.0,tested,2021/2022,07. 15-44 år
År 1 uge 27,328.0,tested,2022/2023,07. 15-44 år
År 1 uge 28,18.0,tested,2016/2017,07. 15-44 år
År 1 uge 28,21.0,tested,2017/2018,07. 15-44 år
År 1 uge 28,55.0,tested,2018/2019,07. 15-44 år
År 1 uge 28,63.0,tested,2019/2020,07. 15-44 år
År 1 uge 28,29.0,tested,2020/2021,07. 15-44 år
År 1 uge 28,193.0,tested,2021/2022,07. 15-44 år
År 1 uge 28,284.0,tested,2022/2023,07. 15-44 år
År 1 uge 29,17.0,tested,2016/2017,07. 15-44 år
År 1 uge 29,33.0,tested,2017/2018,07. 15-44 år
År 1 uge 29,40.0,tested,2018/2019,07. 15-44 år
År 1 uge 29,49.0,tested,2019/2020,07. 15-44 år
År 1 uge 29,35.0,tested,2020/2021,07. 15-44 år
År 1 uge 29,182.0,tested,2021/2022,07. 15-44 år
År 1 uge 29,244.0,tested,2022/2023,07. 15-44 år
År 1 uge 30,24.0,tested,2016/2017,07. 15-44 år
År 1 uge 30,30.0,tested,2017/2018,07. 15-44 år
År 1 uge 30,35.0,tested,2018/2019,07. 15-44 år
År 1 uge 30,57.0,tested,2019/2020,07. 15-44 år
År 1 uge 30,23.0,tested,2020/2021,07. 15-44 år
År 1 uge 30,185.0,tested,2021/2022,07. 15-44 år
År 1 uge 30,296.0,tested,2022/2023,07. 15-44 år
År 1 uge 31,31.0,tested,2016/2017,07. 15-44 år
År 1 uge 31,29.0,tested,2017/2018,07. 15-44 år
År 1 uge 31,29.0,tested,2018/2019,07. 15-44 år
År 1 uge 31,60.0,tested,2019/2020,07. 15-44 år
År 1 uge 31,27.0,tested,2020/2021,07. 15-44 år
År 1 uge 31,164.0,tested,2021/2022,07. 15-44 år
År 1 uge 31,278.0,tested,2022/2023,07. 15-44 år
År 1 uge 32,33.0,tested,2016/2017,07. 15-44 år
År 1 uge 32,23.0,tested,2017/2018,07. 15-44 år
År 1 uge 32,36.0,tested,2018/2019,07. 15-44 år
År 1 uge 32,79.0,tested,2019/2020,07. 15-44 år
År 1 uge 32,27.0,tested,2020/2021,07. 15-44 år
År 1 uge 32,218.0,tested,2021/2022,07. 15-44 år
År 1 uge 32,297.0,tested,2022/2023,07. 15-44 år
År 1 uge 33,27.0,tested,2016/2017,07. 15-44 år
År 1 uge 33,40.0,tested,2017/2018,07. 15-44 år
År 1 uge 33,44.0,tested,2018/2019,07. 15-44 år
År 1 uge 33,67.0,tested,2019/2020,07. 15-44 år
År 1 uge 33,21.0,tested,2020/2021,07. 15-44 år
År 1 uge 33,184.0,tested,2021/2022,07. 15-44 år
År 1 uge 33,295.0,tested,2022/2023,07. 15-44 år
År 1 uge 34,39.0,tested,2016/2017,07. 15-44 år
År 1 uge 34,26.0,tested,2017/2018,07. 15-44 år
År 1 uge 34,32.0,tested,2018/2019,07. 15-44 år
År 1 uge 34,60.0,tested,2019/2020,07. 15-44 år
År 1 uge 34,27.0,tested,2020/2021,07. 15-44 år
År 1 uge 34,221.0,tested,2021/2022,07. 15-44 år
År 1 uge 34,315.0,tested,2022/2023,07. 15-44 år
År 1 uge 35,34.0,tested,2016/2017,07. 15-44 år
År 1 uge 35,37.0,tested,2017/2018,07. 15-44 år
År 1 uge 35,55.0,tested,2018/2019,07. 15-44 år
År 1 uge 35,96.0,tested,2019/2020,07. 15-44 år
År 1 uge 35,29.0,tested,2020/2021,07. 15-44 år
År 1 uge 35,275.0,tested,2021/2022,07. 15-44 år
År 1 uge 35,335.0,tested,2022/2023,07. 15-44 år
År 1 uge 36,29.0,tested,2016/2017,07. 15-44 år
År 1 uge 36,38.0,tested,2017/2018,07. 15-44 år
År 1 uge 36,53.0,tested,2018/2019,07. 15-44 år
År 1 uge 36,80.0,tested,2019/2020,07. 15-44 år
År 1 uge 36,29.0,tested,2020/2021,07. 15-44 år
År 1 uge 36,462.0,tested,2021/2022,07. 15-44 år
År 1 uge 36,329.0,tested,2022/2023,07. 15-44 år
År 1 uge 37,34.0,tested,2016/2017,07. 15-44 år
År 1 uge 37,52.0,tested,2017/2018,07. 15-44 år
År 1 uge 37,74.0,tested,2018/2019,07. 15-44 år
År 1 uge 37,98.0,tested,2019/2020,07. 15-44 år
År 1 uge 37,33.0,tested,2020/2021,07. 15-44 år
År 1 uge 37,464.0,tested,2021/2022,07. 15-44 år
År 1 uge 37,320.0,tested,2022/2023,07. 15-44 år
År 1 uge 38,33.0,tested,2016/2017,07. 15-44 år
År 1 uge 38,57.0,tested,2017/2018,07. 15-44 år
År 1 uge 38,74.0,tested,2018/2019,07. 15-44 år
År 1 uge 38,111.0,tested,2019/2020,07. 15-44 år
År 1 uge 38,39.0,tested,2020/2021,07. 15-44 år
År 1 uge 38,434.0,tested,2021/2022,07. 15-44 år
År 1 uge 38,345.0,tested,2022/2023,07. 15-44 år
År 1 uge 39,38.0,tested,2016/2017,07. 15-44 år
År 1 uge 39,56.0,tested,2017/2018,07. 15-44 år
År 1 uge 39,63.0,tested,2018/2019,07. 15-44 år
År 1 uge 39,169.0,tested,2019/2020,07. 15-44 år
År 1 uge 39,56.0,tested,2020/2021,07. 15-44 år
År 1 uge 39,438.0,tested,2021/2022,07. 15-44 år
År 1 uge 39,343.0,tested,2022/2023,07. 15-44 år
År 1 uge 40,27.0,tested,2015/2016,07. 15-44 år
År 1 uge 40,35.0,tested,2016/2017,07. 15-44 år
År 1 uge 40,78.0,tested,2017/2018,07. 15-44 år
År 1 uge 40,85.0,tested,2018/2019,07. 15-44 år
År 1 uge 40,135.0,tested,2019/2020,07. 15-44 år
År 1 uge 40,41.0,tested,2020/2021,07. 15-44 år
År 1 uge 40,407.0,tested,2021/2022,07. 15-44 år
År 1 uge 40,375.0,tested,2022/2023,07. 15-44 år
År 1 uge 41,22.0,tested,2015/2016,07. 15-44 år
År 1 uge 41,51.0,tested,2016/2017,07. 15-44 år
År 1 uge 41,92.0,tested,2017/2018,07. 15-44 år
År 1 uge 41,71.0,tested,2018/2019,07. 15-44 år
År 1 uge 41,175.0,tested,2019/2020,07. 15-44 år
År 1 uge 41,39.0,tested,2020/2021,07. 15-44 år
År 1 uge 41,418.0,tested,2021/2022,07. 15-44 år
År 1 uge 41,413.0,tested,2022/2023,07. 15-44 år
År 1 uge 42,23.0,tested,2015/2016,07. 15-44 år
År 1 uge 42,43.0,tested,2016/2017,07. 15-44 år
År 1 uge 42,73.0,tested,2017/2018,07. 15-44 år
År 1 uge 42,103.0,tested,2018/2019,07. 15-44 år
År 1 uge 42,143.0,tested,2019/2020,07. 15-44 år
År 1 uge 42,50.0,tested,2020/2021,07. 15-44 år
År 1 uge 42,383.0,tested,2021/2022,07. 15-44 år
År 1 uge 42,336.0,tested,2022/2023,07. 15-44 år
År 1 uge 43,28.0,tested,2015/2016,07. 15-44 år
År 1 uge 43,47.0,tested,2016/2017,07. 15-44 år
År 1 uge 43,93.0,tested,2017/2018,07. 15-44 år
År 1 uge 43,109.0,tested,2018/2019,07. 15-44 år
År 1 uge 43,189.0,tested,2019/2020,07. 15-44 år
År 1 uge 43,64.0,tested,2020/2021,07. 15-44 år
År 1 uge 43,464.0,tested,2021/2022,07. 15-44 år
År 1 uge 43,414.0,tested,2022/2023,07. 15-44 år
År 1 uge 44,23.0,tested,2015/2016,07. 15-44 år
År 1 uge 44,58.0,tested,2016/2017,07. 15-44 år
År 1 uge 44,76.0,tested,2017/2018,07. 15-44 år
År 1 uge 44,125.0,tested,2018/2019,07. 15-44 år
År 1 uge 44,167.0,tested,2019/2020,07. 15-44 år
År 1 uge 44,87.0,tested,2020/2021,07. 15-44 år
År 1 uge 44,469.0,tested,2021/2022,07. 15-44 år
År 1 uge 44,389.0,tested,2022/2023,07. 15-44 år
År 1 uge 45,33.0,tested,2015/2016,07. 15-44 år
År 1 uge 45,55.0,tested,2016/2017,07. 15-44 år
År 1 uge 45,96.0,tested,2017/2018,07. 15-44 år
År 1 uge 45,135.0,tested,2018/2019,07. 15-44 år
År 1 uge 45,198.0,tested,2019/2020,07. 15-44 år
År 1 uge 45,120.0,tested,2020/2021,07. 15-44 år
År 1 uge 45,532.0,tested,2021/2022,07. 15-44 år
År 1 uge 45,457.0,tested,2022/2023,07. 15-44 år
År 1 uge 46,30.0,tested,2015/2016,07. 15-44 år
År 1 uge 46,65.0,tested,2016/2017,07. 15-44 år
År 1 uge 46,88.0,tested,2017/2018,07. 15-44 år
År 1 uge 46,143.0,tested,2018/2019,07. 15-44 år
År 1 uge 46,218.0,tested,2019/2020,07. 15-44 år
År 1 uge 46,105.0,tested,2020/2021,07. 15-44 år
År 1 uge 46,549.0,tested,2021/2022,07. 15-44 år
År 1 uge 46,470.0,tested,2022/2023,07. 15-44 år
År 1 uge 47,35.0,tested,2015/2016,07. 15-44 år
År 1 uge 47,59.0,tested,2016/2017,07. 15-44 år
År 1 uge 47,112.0,tested,2017/2018,07. 15-44 år
År 1 uge 47,133.0,tested,2018/2019,07. 15-44 år
År 1 uge 47,269.0,tested,2019/2020,07. 15-44 år
År 1 uge 47,109.0,tested,2020/2021,07. 15-44 år
År 1 uge 47,527.0,tested,2021/2022,07. 15-44 år
År 1 uge 47,495.0,tested,2022/2023,07. 15-44 år
År 1 uge 48,30.0,tested,2015/2016,07. 15-44 år
År 1 uge 48,71.0,tested,2016/2017,07. 15-44 år
År 1 uge 48,113.0,tested,2017/2018,07. 15-44 år
År 1 uge 48,152.0,tested,2018/2019,07. 15-44 år
År 1 uge 48,255.0,tested,2019/2020,07. 15-44 år
År 1 uge 48,108.0,tested,2020/2021,07. 15-44 år
År 1 uge 48,628.0,tested,2021/2022,07. 15-44 år
År 1 uge 48,525.0,tested,2022/2023,07. 15-44 år
År 1 uge 49,42.0,tested,2015/2016,07. 15-44 år
År 1 uge 49,70.0,tested,2016/2017,07. 15-44 år
År 1 uge 49,113.0,tested,2017/2018,07. 15-44 år
År 1 uge 49,152.0,tested,2018/2019,07. 15-44 år
År 1 uge 49,293.0,tested,2019/2020,07. 15-44 år
År 1 uge 49,132.0,tested,2020/2021,07. 15-44 år
År 1 uge 49,689.0,tested,2021/2022,07. 15-44 år
År 1 uge 49,612.0,tested,2022/2023,07. 15-44 år
År 1 uge 50,60.0,tested,2015/2016,07. 15-44 år
År 1 uge 50,90.0,tested,2016/2017,07. 15-44 år
År 1 uge 50,141.0,tested,2017/2018,07. 15-44 år
År 1 uge 50,217.0,tested,2018/2019,07. 15-44 år
År 1 uge 50,325.0,tested,2019/2020,07. 15-44 år
År 1 uge 50,114.0,tested,2020/2021,07. 15-44 år
År 1 uge 50,745.0,tested,2021/2022,07. 15-44 år
År 1 uge 50,703.0,tested,2022/2023,07. 15-44 år
År 1 uge 51,52.0,tested,2015/2016,07. 15-44 år
År 1 uge 51,84.0,tested,2016/2017,07. 15-44 år
År 1 uge 51,112.0,tested,2017/2018,07. 15-44 år
År 1 uge 51,225.0,tested,2018/2019,07. 15-44 år
År 1 uge 51,375.0,tested,2019/2020,07. 15-44 år
År 1 uge 51,128.0,tested,2020/2021,07. 15-44 år
År 1 uge 51,680.0,tested,2021/2022,07. 15-44 år
År 1 uge 51,862.0,tested,2022/2023,07. 15-44 år
År 1 uge 52,39.0,tested,2015/2016,07. 15-44 år
År 1 uge 52,82.0,tested,2016/2017,07. 15-44 år
År 1 uge 52,111.0,tested,2017/2018,07. 15-44 år
År 1 uge 52,190.0,tested,2018/2019,07. 15-44 år
År 1 uge 52,202.0,tested,2019/2020,07. 15-44 år
År 1 uge 52,119.0,tested,2020/2021,07. 15-44 år
År 1 uge 52,626.0,tested,2021/2022,07. 15-44 år
År 1 uge 52,854.0,tested,2022/2023,07. 15-44 år
År 1 uge 53,39.0,tested,2015/2016,07. 15-44 år
År 1 uge 53,127.0,tested,2020/2021,07. 15-44 år
År 2 uge 01,76.0,tested,2015/2016,07. 15-44 år
År 2 uge 01,123.0,tested,2016/2017,07. 15-44 år
År 2 uge 01,168.0,tested,2017/2018,07. 15-44 år
År 2 uge 01,284.0,tested,2018/2019,07. 15-44 år
År 2 uge 01,286.0,tested,2019/2020,07. 15-44 år
År 2 uge 01,175.0,tested,2020/2021,07. 15-44 år
År 2 uge 01,704.0,tested,2021/2022,07. 15-44 år
År 2 uge 01,1276.0,tested,2022/2023,07. 15-44 år
År 2 uge 02,49.0,tested,2015/2016,07. 15-44 år
År 2 uge 02,117.0,tested,2016/2017,07. 15-44 år
År 2 uge 02,185.0,tested,2017/2018,07. 15-44 år
År 2 uge 02,317.0,tested,2018/2019,07. 15-44 år
År 2 uge 02,371.0,tested,2019/2020,07. 15-44 år
År 2 uge 02,176.0,tested,2020/2021,07. 15-44 år
År 2 uge 02,645.0,tested,2021/2022,07. 15-44 år
År 2 uge 02,955.0,tested,2022/2023,07. 15-44 år
År 2 uge 03,99.0,tested,2015/2016,07. 15-44 år
År 2 uge 03,162.0,tested,2016/2017,07. 15-44 år
År 2 uge 03,223.0,tested,2017/2018,07. 15-44 år
År 2 uge 03,326.0,tested,2018/2019,07. 15-44 år
År 2 uge 03,349.0,tested,2019/2020,07. 15-44 år
År 2 uge 03,184.0,tested,2020/2021,07. 15-44 år
År 2 uge 03,606.0,tested,2021/2022,07. 15-44 år
År 2 uge 03,824.0,tested,2022/2023,07. 15-44 år
År 2 uge 04,123.0,tested,2015/2016,07. 15-44 år
År 2 uge 04,175.0,tested,2016/2017,07. 15-44 år
År 2 uge 04,306.0,tested,2017/2018,07. 15-44 år
År 2 uge 04,444.0,tested,2018/2019,07. 15-44 år
År 2 uge 04,437.0,tested,2019/2020,07. 15-44 år
År 2 uge 04,184.0,tested,2020/2021,07. 15-44 år
År 2 uge 04,531.0,tested,2021/2022,07. 15-44 år
År 2 uge 04,881.0,tested,2022/2023,07. 15-44 år
År 2 uge 05,119.0,tested,2015/2016,07. 15-44 år
År 2 uge 05,176.0,tested,2016/2017,07. 15-44 år
År 2 uge 05,427.0,tested,2017/2018,07. 15-44 år
År 2 uge 05,552.0,tested,2018/2019,07. 15-44 år
År 2 uge 05,519.0,tested,2019/2020,07. 15-44 år
År 2 uge 05,191.0,tested,2020/2021,07. 15-44 år
År 2 uge 05,435.0,tested,2021/2022,07. 15-44 år
År 2 uge 05,1111.0,tested,2022/2023,07. 15-44 år
År 2 uge 06,167.0,tested,2015/2016,07. 15-44 år
År 2 uge 06,142.0,tested,2016/2017,07. 15-44 år
År 2 uge 06,473.0,tested,2017/2018,07. 15-44 år
År 2 uge 06,772.0,tested,2018/2019,07. 15-44 år
År 2 uge 06,467.0,tested,2019/2020,07. 15-44 år
År 2 uge 06,201.0,tested,2020/2021,07. 15-44 år
År 2 uge 06,413.0,tested,2021/2022,07. 15-44 år
År 2 uge 06,1242.0,tested,2022/2023,07. 15-44 år
År 2 uge 07,158.0,tested,2015/2016,07. 15-44 år
År 2 uge 07,143.0,tested,2016/2017,07. 15-44 år
År 2 uge 07,494.0,tested,2017/2018,07. 15-44 år
År 2 uge 07,580.0,tested,2018/2019,07. 15-44 år
År 2 uge 07,492.0,tested,2019/2020,07. 15-44 år
År 2 uge 07,170.0,tested,2020/2021,07. 15-44 år
År 2 uge 07,365.0,tested,2021/2022,07. 15-44 år
År 2 uge 07,1251.0,tested,2022/2023,07. 15-44 år
År 2 uge 08,166.0,tested,2015/2016,07. 15-44 år
År 2 uge 08,158.0,tested,2016/2017,07. 15-44 år
År 2 uge 08,561.0,tested,2017/2018,07. 15-44 år
År 2 uge 08,500.0,tested,2018/2019,07. 15-44 år
År 2 uge 08,523.0,tested,2019/2020,07. 15-44 år
År 2 uge 08,175.0,tested,2020/2021,07. 15-44 år
År 2 uge 08,410.0,tested,2021/2022,07. 15-44 år
År 2 uge 08,1308.0,tested,2022/2023,07. 15-44 år
År 2 uge 09,177.0,tested,2015/2016,07. 15-44 år
År 2 uge 09,127.0,tested,2016/2017,07. 15-44 år
År 2 uge 09,556.0,tested,2017/2018,07. 15-44 år
År 2 uge 09,377.0,tested,2018/2019,07. 15-44 år
År 2 uge 09,613.0,tested,2019/2020,07. 15-44 år
År 2 uge 09,181.0,tested,2020/2021,07. 15-44 år
År 2 uge 09,393.0,tested,2021/2022,07. 15-44 år
År 2 uge 10,168.0,tested,2015/2016,07. 15-44 år
År 2 uge 10,135.0,tested,2016/2017,07. 15-44 år
År 2 uge 10,555.0,tested,2017/2018,07. 15-44 år
År 2 uge 10,313.0,tested,2018/2019,07. 15-44 år
År 2 uge 10,764.0,tested,2019/2020,07. 15-44 år
År 2 uge 10,162.0,tested,2020/2021,07. 15-44 år
År 2 uge 10,586.0,tested,2021/2022,07. 15-44 år
År 2 uge 11,166.0,tested,2015/2016,07. 15-44 år
År 2 uge 11,106.0,tested,2016/2017,07. 15-44 år
År 2 uge 11,443.0,tested,2017/2018,07. 15-44 år
År 2 uge 11,228.0,tested,2018/2019,07. 15-44 år
År 2 uge 11,827.0,tested,2019/2020,07. 15-44 år
År 2 uge 11,180.0,tested,2020/2021,07. 15-44 år
År 2 uge 11,912.0,tested,2021/2022,07. 15-44 år
År 2 uge 12,75.0,tested,2015/2016,07. 15-44 år
År 2 uge 12,84.0,tested,2016/2017,07. 15-44 år
År 2 uge 12,456.0,tested,2017/2018,07. 15-44 år
År 2 uge 12,252.0,tested,2018/2019,07. 15-44 år
År 2 uge 12,575.0,tested,2019/2020,07. 15-44 år
År 2 uge 12,184.0,tested,2020/2021,07. 15-44 år
År 2 uge 12,1230.0,tested,2021/2022,07. 15-44 år
År 2 uge 13,100.0,tested,2015/2016,07. 15-44 år
År 2 uge 13,93.0,tested,2016/2017,07. 15-44 år
År 2 uge 13,257.0,tested,2017/2018,07. 15-44 år
År 2 uge 13,247.0,tested,2018/2019,07. 15-44 år
År 2 uge 13,557.0,tested,2019/2020,07. 15-44 år
År 2 uge 13,153.0,tested,2020/2021,07. 15-44 år
År 2 uge 13,994.0,tested,2021/2022,07. 15-44 år
År 2 uge 14,82.0,tested,2015/2016,07. 15-44 år
År 2 uge 14,78.0,tested,2016/2017,07. 15-44 år
År 2 uge 14,254.0,tested,2017/2018,07. 15-44 år
År 2 uge 14,224.0,tested,2018/2019,07. 15-44 år
År 2 uge 14,766.0,tested,2019/2020,07. 15-44 år
År 2 uge 14,165.0,tested,2020/2021,07. 15-44 år
År 2 uge 14,878.0,tested,2021/2022,07. 15-44 år
År 2 uge 15,86.0,tested,2015/2016,07. 15-44 år
År 2 uge 15,42.0,tested,2016/2017,07. 15-44 år
År 2 uge 15,231.0,tested,2017/2018,07. 15-44 år
År 2 uge 15,154.0,tested,2018/2019,07. 15-44 år
År 2 uge 15,155.0,tested,2019/2020,07. 15-44 år
År 2 uge 15,148.0,tested,2020/2021,07. 15-44 år
År 2 uge 15,506.0,tested,2021/2022,07. 15-44 år
År 2 uge 16,54.0,tested,2015/2016,07. 15-44 år
År 2 uge 16,55.0,tested,2016/2017,07. 15-44 år
År 2 uge 16,177.0,tested,2017/2018,07. 15-44 år
År 2 uge 16,70.0,tested,2018/2019,07. 15-44 år
År 2 uge 16,120.0,tested,2019/2020,07. 15-44 år
År 2 uge 16,157.0,tested,2020/2021,07. 15-44 år
År 2 uge 16,530.0,tested,2021/2022,07. 15-44 år
År 2 uge 17,55.0,tested,2015/2016,07. 15-44 år
År 2 uge 17,52.0,tested,2016/2017,07. 15-44 år
År 2 uge 17,119.0,tested,2017/2018,07. 15-44 år
År 2 uge 17,132.0,tested,2018/2019,07. 15-44 år
År 2 uge 17,115.0,tested,2019/2020,07. 15-44 år
År 2 uge 17,160.0,tested,2020/2021,07. 15-44 år
År 2 uge 17,518.0,tested,2021/2022,07. 15-44 år
År 2 uge 18,42.0,tested,2015/2016,07. 15-44 år
År 2 uge 18,56.0,tested,2016/2017,07. 15-44 år
År 2 uge 18,118.0,tested,2017/2018,07. 15-44 år
År 2 uge 18,125.0,tested,2018/2019,07. 15-44 år
År 2 uge 18,72.0,tested,2019/2020,07. 15-44 år
År 2 uge 18,164.0,tested,2020/2021,07. 15-44 år
År 2 uge 18,402.0,tested,2021/2022,07. 15-44 år
År 2 uge 19,41.0,tested,2015/2016,07. 15-44 år
År 2 uge 19,49.0,tested,2016/2017,07. 15-44 år
År 2 uge 19,104.0,tested,2017/2018,07. 15-44 år
År 2 uge 19,108.0,tested,2018/2019,07. 15-44 år
År 2 uge 19,53.0,tested,2019/2020,07. 15-44 år
År 2 uge 19,163.0,tested,2020/2021,07. 15-44 år
